,route_number,name,street,latitude,longitude,odd,district
842,20,Вулиця Кукурудзяна,вул. Кукурудзяна (перехрестя з вул. Ковельською),49.8648895,24.0538506,,Залізничний 
843,7,Вулиця Кульпарківська,вул. Кульпарківська 66,49.8212211,23.9886013,,Залізничний 
844,9,Вулиця Кульпарківська,вул. Кульпарківська 66,49.8212211,23.9886013,,Залізничний 
845,10,Вулиця Кульпарківська,вул. Городоцька 128,49.8353011,23.9892467,,Залізничний 
846,10,Вулиця Кульпарківська,вул. І. Виговського 89,49.81287035,23.98223389,,Залізничний 
847,10,Вулиця Кульпарківська,вул. І. Виговського (навпроти № 89),49.81287035,23.98223389,,Залізничний 
848,10,Вулиця Кульпарківська,вул. Городоцька 189,49.83428915,23.99004407,,Залізничний 
849,11,Вулиця Кульпарківська,вул. І. Виговського 89,49.81287035,23.98223389,,Залізничний 
850,11,Вулиця Кульпарківська,вул. І. Виговського (навпроти № 89),49.81287035,23.98223389,,Залізничний 
851,13,Вулиця Кульпарківська,вул. І. Виговського 89,49.81287035,23.98223389,,Залізничний 
852,13,Вулиця Кульпарківська,вул. І. Виговського (навпроти № 89),49.81287035,23.98223389,,Залізничний 
853,14,Вулиця Кульпарківська,вул. І. Виговського 89,49.81287035,23.98223389,,Залізничний 
854,14,Вулиця Кульпарківська,вул. І. Виговського (навпроти № 89),49.81287035,23.98223389,,Залізничний 
855,16,Вулиця Кульпарківська,вул. Городоцька 128,49.8353011,23.9892467,,Залізничний 
856,16,Вулиця Кульпарківська,вул. І. Виговського 89,49.81287035,23.98223389,,Залізничний 
857,16,Вулиця Кульпарківська,вул. І. Виговського (навпроти № 89),49.81287035,23.98223389,,Залізничний 
858,16,Вулиця Кульпарківська,вул. Городоцька 189,49.83428915,23.99004407,,Залізничний 
859,18,Вулиця Кульпарківська,вул. І. Виговського 89,49.81287035,23.98223389,,Залізничний 
860,18,Вулиця Кульпарківська,вул. І. Виговського (навпроти № 89),49.81287035,23.98223389,,Залізничний 
861,20,Вулиця Кульпарківська,вул. Городоцька 128,49.8353011,23.9892467,,Залізничний 
862,20,Вулиця Кульпарківська,вул. Городоцька 189,49.83428915,23.99004407,,Залізничний 
863,21,Вулиця Кульпарківська,вул. І. Виговського 89,49.81287035,23.98223389,,Залізничний 
864,21,Вулиця Кульпарківська,вул. І. Виговського (навпроти № 89),49.81287035,23.98223389,,Залізничний 
865,23,Вулиця Кульпарківська,вул. І. Виговського 89,49.81287035,23.98223389,,Залізничний 
866,23,Вулиця Кульпарківська,вул. І. Виговського (навпроти № 89),49.81287035,23.98223389,,Залізничний 
867,25,Вулиця Кульпарківська,вул. І. Виговського 89,49.81287035,23.98223389,,Залізничний 
868,25,Вулиця Кульпарківська,вул. І. Виговського (навпроти № 89),49.81287035,23.98223389,,Залізничний 
869,27,Вулиця Кульпарківська,вул. І. Виговського 89,49.81287035,23.98223389,,Залізничний 
870,27,Вулиця Кульпарківська,вул. І. Виговського (навпроти № 89),49.81287035,23.98223389,,Залізничний 
871,28,Вулиця Кульпарківська,вул. Городоцька 128,49.8353011,23.9892467,,Залізничний 
872,28,Вулиця Кульпарківська,вул. Городоцька 189,49.83428915,23.99004407,,Залізничний 
873,32,Вулиця Кульпарківська,вул. Городоцька 128,49.8353011,23.9892467,,Залізничний 
874,32,Вулиця Кульпарківська,вул. І. Виговського 89,49.81287035,23.98223389,,Залізничний 
875,32,Вулиця Кульпарківська,вул. І. Виговського (навпроти № 89),49.81287035,23.98223389,,Залізничний 
876,32,Вулиця Кульпарківська,вул. Городоцька 189,49.83428915,23.99004407,,Залізничний 
877,34,Вулиця Кульпарківська,вул. Городоцька 128,49.8353011,23.9892467,,Залізничний 
878,34,Вулиця Кульпарківська,вул. Городоцька 189,49.83428915,23.99004407,,Залізничний 
879,38,Вулиця Кульпарківська,вул. Кульпарківська 66,49.8212211,23.9886013,,Залізничний 
880,43,Вулиця Кульпарківська,вул. Городоцька 128,49.8353011,23.9892467,,Залізничний 
881,43,Вулиця Кульпарківська,вул. Городоцька 189,49.83428915,23.99004407,,Залізничний 
882,48,Вулиця Кульпарківська,вул. І. Виговського 89,49.81287035,23.98223389,,Залізничний 
883,48,Вулиця Кульпарківська,вул. І. Виговського (навпроти № 89),49.81287035,23.98223389,,Залізничний 
884,51,Вулиця Кульпарківська,вул. І. Виговського 89,49.81287035,23.98223389,,Залізничний 
885,51,Вулиця Кульпарківська,вул. І. Виговського (навпроти № 89),49.81287035,23.98223389,,Залізничний 
886,9,Вулиця Кульпарківська-Городоцька,вул. Кульпарківська 3,49.83412825,23.99105093,,Залізничний 
887,9,Вулиця Кульпарківська-Городоцька,вул. Любінська 4,49.83379745,23.99037775,,Залізничний 
888,25,Вулиця Кульпарківська-Городоцька,вул. Кульпарківська 3,49.83412825,23.99105093,,Залізничний 
889,25,Вулиця Кульпарківська-Городоцька,вул. Любінська 4,49.83379745,23.99037775,,Залізничний 
890,51,Вулиця Кульпарківська-Городоцька,вул. Кульпарківська 3,49.83412825,23.99105093,,Залізничний 
891,51,Вулиця Кульпарківська-Городоцька,вул. Любінська 4,49.83379745,23.99037775,,Залізничний 
892,8,Вулиця Курортна,"вул. Курортна (вул. Львівська, 23)",49.90443643,23.96006311,,Залізничний 
893,8,Вулиця Курортна,вул. Львівська 20,49.8403901,24.0357132,,Залізничний 
894,22,Вулиця Курортна,"вул. Курортна (вул. Львівська, 21)",49.90443643,23.96006311,,Залізничний 
895,22,Вулиця Курортна,"вул. Курортна (вул. Львівська, 23)",49.90443643,23.96006311,,Залізничний 
